A1,A12A,A12B,A12B1,A12B2A,A12B2B,A12B2C,A12B2C2,A12B3A,A12B3B,A12B3C,A12B3C2,A12C,A2,A3,A4,A41,B1,B11A,B11B1,B11B2,B2,B2O,B3,B4,B5,B6,B6O,B7,B8A,B8B,B8C,B8D,B8DO,B9,B10,B11,C1,C2,C21,C22A,C22B,C22C,C3,C4,C41A,C41B2,C41B3,C41B4,C41B5,C41B6,C41B7,C41B8,C42,D1,D1O,D2,D2O,D3,D3O,E11,E12,E13,E2,E221,E222,E223,E3,E4,E5,F1,F2,F3,F4,F6,F6O,F7A,F7B,F8,F81,F9,yy,cc,wi,F9_area,F5,city,cityarea
1, , , , , , , , , , , , ,1,6,1,1,2,0,4500,0,4,0,1,8,4,4,0,1,8,2,4,0,0,6,3,2,2,1,1, , , ,5,2,9,9,9,9,9,9,9,9,6,5,0,1,0,4,0,2,5,1,1,0,0,0,3,3,3,1,2,7,1,4,0,4,2,2, ,6,2005,49,0.98,3,12,6,3
1, , , , , , , , , , , , ,2,1,2, ,1,313,434,0,0,0,1,1,2,5,0,3,1,0,3,7,0,0,1,1, , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,1,5,2,2,9,0,0,1,1,2,2,1,6,3,6,0,0,0,1,7,6,2011,87,1.08,3,15,6,3
1, , , , , , , , , , , , ,2,8,1,2,2,0,4500,0,5,0,1,6,3,2,0,3,6,2,2,1,0,0,2,1, , , , , , , , , , , , , , , , , ,0,0,1,0,1,0,1,2,3,1,0,0,0,1,1,2,2,2,5,5,9,0,0,0,2, ,6,2012,87,1,3,15,6,3
1, , , , , , , , , , , , ,1,7,1,3,1,515,2800,0,5,0,1,3,2,1,0,4,3,1,3,2,0,6,3,3, , , , , , , , , , , , , , , , , ,1,0,2,0,1,0,1,2,3,1,0,0,0,1,1,1,1,1,5,4,9,0,1,2,1,1,6,2010,151,1.08,3,13,6,3
1, , , , , , , , , , , , ,1,7,1,1,2,0,10000,0,3,0,1,6,2,2,0,1,6,2,2,4,0,1,3,2,3,1,1, , , ,4,1,3,0,1,0,1,1,0,0,0,3,0,1,0,4,0,2,5,1,2,9,7,5,1,1,2,1,2,3,6,5,0,1,1,1,6,2,2008,101,1.08,1,15,6,3
1, , , , , , , , , , , , ,1,2,1,3,1,421,10500,0,4,0,1,5,3,5,0,2,5,1,4,7,0,6,3,0,2,2,0,4,4,2,8,2,9,9,9,9,9,9,9,9,5,7,0,3,0,7,0,2,1,7,2,3,2,5,1,1,1,1,1,3,5,2,0,1,1,2, ,6,2013,155,1,3,21,6,3
1, , , , , , , , , , , , ,1,6,1,3,1,318,468,7,3,0,1,8,2,2,0,1,6,1,3,4,0,6,2,6,2,1,3, , , ,1,2,9,9,9,9,9,9,9,9,1,5,0,1,0,5,0,2,1,4,1,0,0,0,3,3,1,1,1,3,4,4,0,1,1,2, ,6,2014,124,1,3,14,6,3
1, , , , , , , , , , , , ,1,8,1,3,1,318,2500,0,6,38,1,4,7,9,80,6,4,2,6,11,80,6,4,3, , , , , , , , , , , , , , , , , ,5,0,4,0,5,0,5,2,0,2,9,0,0,3,3,1,1,1,5,5,1,0,1,0,1,4,3,2013,149,1,1,14,6,3
1, , , , , , , , , , , , ,1,7,1,3,2,0,4500,0,4,0,2,6,4,4,0,4,5,2,1,2,0,5,5,3, , , , , , , , , , , , , , , , , ,6,0,7,0,4,0,4,1,5,1,0,0,0,2,1,1,1,2,4,1,1,0,1,1,2, ,6,2012,125,1,3,22,6,3
1, , , , , , , , , , , , ,1,1,2, ,2,0,4500,0,4,0,1,7,3,5,0,1,6,2,4,7,0,1,2,2,2,1,0, , , ,1,2,9,9,9,9,9,9,9,9,5,10,0,3,0,7,0,1,2,4,1,0,0,0,1,1,1,1,1,3,5,4,0,1,0,2, ,6,2012,111,1,3,14,6,3
1, , , , , , , , , , , , ,1,8,1,3,1,520,25905,5,3,0,1,7,2,5,0,1,7,2,3,7,0,5,3,2,1,1,0, , , ,6,2,9,9,9,9,9,9,9,9,1,6,0,1,0,3,0,1,2,5,2,1,8,9,2,2,2,1,2,6,3,4,0,4,2,1,1,6,2010,101,1.08,3,0,6,3
1, , , , , , , , , , , , ,1,8,1,3,1,314,13740,0,4,0,1,7,3,7,0,1,7,5,2,7,0,5,3,1,2,2,0,4,6,1,5,2,9,9,9,9,9,9,9,9,4,5,0,1,0,3,0,1,2,4,1,0,0,0,1,1,1,1,1,5,3,6,0,2,3,1,1,6,2013,155,1,3,13,6,3
1, , , , , , , , , , , , ,1,8,1,3,2,0,40000,0,4,0,1,2,4,2,0,1,2,2,4,4,0,6,5,2,2,1,1, , , ,1,1,3,0,1,0,0,0,0,0,0,4,0,1,0,5,0,1,2,4,2,9,0,0,2,1,1,2,2,4,6,5,0,2,1,1,6,6,2011,249,1.08,3,15,6,3
1, , , , , , , , , , , , ,1,8,1,3,1,315,18854,9,5,0,1,8,6,9,0,1,6,1,5,11,45,5,4,2,3,1,0, , , ,8,2,9,9,9,9,9,9,9,9,2,9,0,2,0,5,0,2,1,5,2,9,3,2,1,1,1,1,1,6,4,5,0,3,3,1,1,6,2013,155,1,3,12,6,3
1, , , , , , , , , , , , ,1,5,1,3,1,316,22452,0,2,0,1,8,6,5,0,1,6,2,4,7,0,6,2,2,2,1,2, , , ,1,1,3,0,1,0,0,0,0,0,0,6,0,3,0,6,0,1,2,4,1,0,0,0,3,1,1,1,2,3,5,4,0,1,0,1,7,6,2012,101,1,3,13,6,3
1, , , , , , , , , , , , ,1,7,1,1,1,506,20136,3,5,0,1,6,5,8,0,1,6,2,4,7,0,6,2,3,2,1,1, , , ,8,2,9,9,9,9,9,9,9,9,6,8,0,1,0,5,0,2,1,3,1,0,0,0,1,1,1,1,1,7,5,3,0,3,0,1,6,6,2009,125,1.08,3,23,6,3
1, , , , , , , , , , , , ,1,8,1,3,1,322,2500,3,5,0,1,8,5,5,0,1,8,1,4,7,0,6,4,1,2,1,1, , , ,1,2,9,9,9,9,9,9,9,9,3,7,0,1,0,3,0,2,3,1,1,0,0,0,1,1,1,1,2,5,5,5,0,1,2,1,1,6,2013,155,1,3,12,6,3
1, , , , , , , , , , , , ,1,3,1,3,2,0,50000,0,1,0,1,8,2,2,0,1,8,1,3,2,0,1,1,2,3,1,2, , , ,5,1,3,0,1,0,0,0,0,0,0,9,0,6,0,3,0,1,5,4,2,8,3,9,1,1,1,1,2,3,5,4,0,3,2,2, ,6,2007,101,1.08,3,14,6,3
1, , , , , , , , , , , , ,1,8,2, ,2,0,8500,0,5,0,1,4,6,5,0,1,4,1,4,6,0,2,4,1,3,1,0, , , ,2,1,3,0,0,0,0,0,0,0,0,4,0,4,0,4,0,1,3,2,2,8,4,1,2,1,1,1,2,6,3,8,0,2,0,1,6,6,2009,101,1.08,3,0,6,3
1, , , , , , , , , , , , ,1,2,1,3,1,314,37865,0,5,0,1,7,4,7,0,1,7,1,4,9,0,5,4,3,1,1,2, , , ,8,2,9,9,9,9,9,9,9,9,5,8,0,1,0,3,0,1,2,5,2,9,0,0,2,1,2,2,1,4,5,5,0,3,1,2, ,6,2009,124,1.08,3,12,6,3
1, , , , , , , , , , , , ,1,8,1,3,2,0,50000,0,3,0,1,8,7,4,0,1,6,2,4,2,0,2,3,6,0,1,0, , , ,0,2,9,9,9,9,9,9,9,9,0,5,0,1,0,2,0,2,1,3,2,3,2,8,1,1,2,1,2,4,5,5,0,2,2,1,6,6,2007,101,1.08,3,14,6,3
1, , , , , , , , , , , , ,1,4,1,3,2,0,40000,0,3,0,1,6,2,3,0,1,6,2,3,5,0,6,4,2,1,1,1, , , ,1,2,9,9,9,9,9,9,9,9,1,5,0,2,0,3,0,2,1,3,1,0,0,0,3,1,1,1,2,4,5,4,0,2,1,1,6,6,2011,113,1.08,3,14,6,3
1, , , , , , , , , , , , ,1,8,1,3,1,316,2500,0,4,0,1,8,2,2,0,2,8,2,3,3,0,7,2,2,2,2,0,6,8,8,8,1,3,1,1,0,0,0,1,0,0,5,0,8,0,6,0,2,1,5,2,9,4,2,1,1,1,2,2,3,5,1,0,2,2,2, ,6,2013,111,1,3,21,6,3
1, , , , , , , , , , , , ,1,8,1,3,2,0,4500,0,4,0,1,6,4,8,0,1,6,1,4,10,0,5,4,2,3,1,2, , , ,2,2,9,9,9,9,9,9,9,9,2,8,0,1,0,8,10000,1,2,5,1,0,0,0,1,1,1,1,1,5,3,5,0,2,0,2, ,6,2012,150,1,3,15,6,3
1, , , , , , , , , , , , ,1,6,1,3,1,315,7859,4,4,0,1,5,2,6,0,6,5,3,2,6,0,6,4,3, , , , , , , , , , , , , , , , , ,5,0,8,0,5,0,1,2,4,1,0,0,0,2,3,3,1,1,6,3,9,0,4,2,1,1,6,2011,151,1.08,3,13,6,3
1, , , , , , , , , , , , ,1,8,1,3,1,319,5317,1,3,0,1,8,4,7,0,1,8,0,4,9,0,6,3,2,2,1,3, , , ,8,2,9,9,9,9,9,9,9,9,1,7,0,3,0,5,0,5,1,2,2,9,4,7,3,3,3,1,1,6,3,7,0,4,2,1,2,6,2011,151,1.08,3,14,6,3
1, , , , , , , , , , , , ,1,8,1,3,2,0,2500,0,6,0,2,8,6,6,0,5,7,2,1,6,0,6,3,1, , , , , , , , , , , , , , , , , ,6,0,4,0,3,0,1,2,4,1,0,0,0,1,1,1,1,2,6,3,3,0,2,0,1,2,6,2014,125,1,3,22,6,3
1, , , , , , , , , , , , ,1,7,1,3,1,321,12981,0,3,0,2,8,4,7,0,4,8,5,4,8,0,6,3,3, , , , , , , , , , , , , , , , , ,5,0,1,0,4,0,1,3,4,2,1,4,2,1,1,1,1,1,5,4,8,0,2,3,1,1,6,2013,125,1,3,14,6,3
1, , , , , , , , , , , , ,1,8,1,5,1,326,4500,0,4,0,1,6,3,5,0,1,6,1,3,7,0,6,6,1,2,1,0, , , ,5,2,9,9,9,9,9,9,9,9,5,5,0,1,0,3,0,7,1,2,1,0,0,0,1,2,1,1,1,5,3,6,0,4,2,1,7,6,2013,647,0.05,3,14,6,3
1, , , , , , , , , , , , ,1,8,1,3,1,501,85981,3,5,0,1,7,7,7,0,1,7,1,5,9,0,6,5,1,2,2,0,4,6,1,3,2,9,9,9,9,9,9,9,9,2,11,0,2,0,7,0,2,5,1,1,0,0,0,1,1,1,1,2,4,5,4,0,1,2,1,6,6,2004,124,1.21,3,14,6,3
1, , , , , , , , , , , , ,1,4,1,3,1,318,17300,0,3,0,1,6,2,4,0,1,6,1,3,6,0,6,3,2,1,2,0,3,7,1,1,2,9,9,9,9,9,9,9,9,0,3,0,1,0,6,0,1,2,4,2,9,7,2,1,1,2,1,1,5,6,8,0,1,2,1,9,6,2005,125,1.08,3,15,6,3
1, , , , , , , , , , , , ,1,8,2, ,2,0,42000,0,3,0,1,2,6,6,0,6,2,2,6,6,0,6,6,2, , , , , , , , , , , , , , , , , ,9,0,1,0,1,0,1,2,6,1,0,0,0,1,1,1,1,1,3,5,1,0,1,1,1,7,6,2004,1085,0.07,3,0,6,3
1, , , , , , , , , , , , ,1,7,1,3,1,319,75622,0,0,0,2,8,3,0,0,1,8,3,3,1,0,5,4,6,3,1,1, , , ,5,2,9,9,9,9,9,9,9,9,7,6,0,9,0,5,0,0, , ,1,0,0,0,3,3,3,2,1,4,3,4,0,1,2,1,1,6,2000,125,1.21,3,0,6,3
1, , , , , , , , , , , , ,1,5,1,3,1,317,63050,6,5,0,2,7,6,8,0,1,7,2,5,10,0,6,4,1,4,1,1, , , ,8,2,9,9,9,9,9,9,9,9,1,9,0,1,0,5,0,1,4,2,2,9,6,7,1,1,1,1,1,5,2,5,0,2,2,1,1,6,2005,124,1.08,3,12,6,3
1, , , , , , , , , , , , ,1,8,1,3,2,0,50000,0,0,0,2,8,6,5,0,1,7,1,3,6,0,6,6,2,3,1,1, , , ,5,1,2,0,1,0,0,0,0,0,0,12,400,2,0,6,0,2,7,1,2,9,2,3,2,2,2,1,1,5,6,5,0,1,2,1,1,6,2000,124,1.21,3,14,6,3
1, , , , , , , , , , , , ,1,5,1,1,1,420,43730,0,1,0,1,8,2,6,0,1,8,4,3,8,0,6,4,2,3,1,1, , , ,6,2,9,9,9,9,9,9,9,9,0,6,0,1,0,5,0,2,0, ,1,0,0,0,1,1,1,1,2,5,4,5,0,2,2,1,1,6,2006,124,1.08,3,13,6,3
1, , , , , , , , , , , , ,1,5,1,3,2,0,4500,0,4,0,2,6,3,5,0,1,6,1,3,7,0,6,6,6,4,1,1, , , ,8,2,9,9,9,9,9,9,9,9,3,4,0,1,0,6,0,3,2,1,1,0,0,0,1,1,3,1,1,4,6,6,0,3,2,1,1,6,2005,124,1.08,3,12,6,3
1, , , , , , , , , , , , ,1,6,1,3,2,0,2500,0,4,0,1,8,5,8,0,1,8,5,5,10,0,6,2,0,1,1,2, , , ,1,1,3,1,0,0,0,0,0,0,0,12,350,3,0,2,0,1,7,5,1,0,0,0,1,1,3,1,1,5,3,5,0,2,2,1,1,6,2014,175,1,3,12,6,3
1, , , , , , , , , , , , ,1,8,1,0,1,420,50000,0,4,0,1,4,8,6,0,6,4,1,8,8,0,6,2,4, , , , , , , , , , , , , , , , , ,12,900,4,0,4,0,1,5,2,1,0,0,0,2,1,2,1,1,3,5,5,0,2,2,1,1,6,2011,599,0.06,3,14,6,3
1, , , , , , , , , , , , ,1,4,1,3,2,0,50000,0,2,0,1,7,2,3,0,1,6,3,3,5,0,5,6,3,2,1,1, , , ,5,2,9,9,9,9,9,9,9,9,1,5,0,1,0,2,0,1,2,0,1,0,0,0,3,3,3,2,2,5,5,5,0,3,2,2, ,6,2003,101,1.21,3,14,6,3
1, , , , , , , , , , , , ,1,2,2, ,2,0,25000,0,2,0,1,3,2,1,0,5,3,1,3,2,0,5,4,1, , , , , , , , , , , , , , , , , ,1,0,1,0,2,0,1,2,4,2,2,3,5,3,1,2,1,2,9,1,2,0,2,0,1,6,6,1998,124,1.21,3,22,6,3
1, , , , , , , , , , , , ,1,8,2, ,2,0,4500,0,4,0,1,8,3,5,0,6,6,3,2,5,0,5,6,5, , , , , , , , , , , , , , , , , ,4,0,1,0,1,0,5,1,4,2,9,0,0,2,2,2,1,1,5,3,1,0,4,3,1,1,6,2003,49,1.36,3,13,6,3
1, , , , , , , , , , , , ,1,0,1,3,1,420,23067,5,3,0,2,7,3,2,0,4,7,4,2,4,0,6,5,3, , , , , , , , , , , , , , , , , ,2,0,1,0,4,0,2,1,4,2,9,6,7,2,2,2,1,1,9,1,1,0,2,0,1,7,6,1992,124,1.21,3,23,6,3
1, , , , , , , , , , , , ,1,3,2, ,2,0,25000,0,2,0,1,4,5,7,0,5,4,3,5,8,0,5,5,2, , , , , , , , , , , , , , , , , ,5,0,2,0,5,0,2,4,1,1,0,0,0,2,2,2,2,1,5,5,4,0,3,0,2, ,6,1998,72,1.21,3,14,6,3
1, , , , , , , , , , , , ,1,4,1,3,2,0,25000,0,3,0,1,7,5,7,0,1,7,2,4,7,0,2,4,1,2,1,3, , , ,8,2,9,9,9,9,9,9,9,9,5,6,0,1,0,7,0,2,0, ,1,0,0,0,1,1,2,2,2,4,5,4,0,2,1,2, ,6,1998,124,1.21,3,0,6,3
1, , , , , , , , , , , , ,1,4,1,3,1,321,25279,1,3,0,2,6,2,4,0,1,6,1,3,6,0,5,3,3,2,1,3, , , ,8,2,9,9,9,9,9,9,9,9,5,2,0,1,0,4,0,5,4,2,1,0,0,0,1,1,1,1,1,1,5,4,0,2,3,1,1,6,1997,124,1.21,3,15,6,3
1, , , , , , , , , , , , ,1,3,2, ,2,0,25000,0,3,0,1,8,5,8,0,1,8,2,3,7,0,5,3,1,2,1,0, , , ,5,2,9,9,9,9,9,9,9,9,0,11,0,1,0,6,0,2,4,0,1,0,0,0,2,1,2,1,2,6,3,4,0,3,0,2, ,6,1996,124,1.21,3,0,6,3
1, , , , , , , , , , , , ,1,5,1,1,2,0,25000,0,0,0,1,3,2,0,0,5,3,1,3,0,0,6,0,2, , , , , , , , , , , , , , , , , ,1,0,1,0,3,0,2,0, ,1,0,0,0,2,1,3,1,2,7,3,5,0,1,2,1,7,6,1995,82,1.21,3,0,6,3
1, , , , , , , , , , , , ,1,2,1,3,2,0,25000,0,3,0,1,8,6,2,0,1,8,5,2,3,0,4,4,6,2,1,1, , , ,1,2,9,9,9,9,9,9,9,9,5,2,0,1,0,3,0,1,2,0,1,0,0,0,1,1,1,1,1,6,3,6,0,2,2,1,1,6,1998,125,1.21,3,12,6,3
1, , , , , , , , , , , , ,1,4,1,3,1,420,49565,2,2,0,1,4,1,2,0,5,4,2,2,3,0,6,5,1, , , , , , , , , , , , , , , , , ,2,0,1,0,1,0,4,2,1,2,9,2,1,2,1,2,1,1,6,4,6,0,1,3,1,1,6,2000,124,1.21,3,14,6,3
1, , , , , , , , , , , , ,1,1,1,3,2,0,50000,0,4,0,1,6,7,7,0,1,6,1,7,7,0,6,3,1,2,1,3, , , ,1,2,9,9,9,9,9,9,9,9,1,2,0,1,0,3,0,2,5,0,1,0,0,0,2,2,2,2,1,0,4,4,0,1,0,2, ,6,2000,124,1.21,3,12,6,3
1, , , , , , , , , , , , ,1,6,1,3,2,0,50000,0,2,0,1,7,5,8,0,1,6,1,4,9,0,5,4,2,0,1,0, , , ,0,2,9,9,9,9,9,9,9,9,0,6,0,3,0,4,0,2,5,4,2,9,8,3,2,2,2,1,2,6,3,6,0,3,2,1,7,6,2000,124,1.21,3,12,6,3
1, , , , , , , , , , , , ,1,5,1,3,1,421,71918,2,3,0,1,8,4,8,0,3,8,5,2,10,0,5,3,6, , , , , , , , , , , , , , , , , ,8,0,1,0,4,0,2,1,4,1,0,0,0,2,1,2,1,1,7,2,0,0,2,0,1,7,6,2000,124,1.21,3,0,6,3
1, , , , , , , , , , , , ,1,4,1,3,1,420,6985,7,5,0,1,6,7,7,0,1,6,3,4,5,0,6,2,2,5,1,4, , , ,1,2,9,9,9,9,9,9,9,9,2,5,0,2,0,5,0,2,4,5,2,9,2,3,1,1,1,1,2,4,5,6,0,4,2,1,3,6,2002,124,1.21,3,15,6,3
1, , , , , , , , , , , , ,1,1,1,3,2,0,25000,0,0,0,3,6,2,4,0,1,6,1,3,6,0,1,6,2,2,1,1, , , ,1,2,9,9,9,9,9,9,9,9,3,0,0,1,0,1,0,2,1,4,1,0,0,0,2,1,1,1,1,4,3,8,0,1,2,1,1,6,1995,124,1.21,3,12,6,3
1, , , , , , , , , , , , ,1,6,1,3,2,0,25000,0,0,0,2,8,3,3,0,1,8,2,4,5,0,5,6,1,3,1,2, , , ,5,2,9,9,9,9,9,9,9,9,2,10,0,1,0,6,0,2,1,3,1,0,0,0,1,1,1,1,2,4,4,3,0,1,0,2, ,6,1996,82,1.21,3,14,6,3
1, , , , , , , , , , , , ,1,3,1,3,2,0,25000,0,0,0,1,8,7,4,0,1,8,2,3,2,0,3,3,1,3,1,1, , , ,1,2,9,9,9,9,9,9,9,9,7,6,0,6,0,4,0,1,2,3,1,0,0,0,2,3,2,1,2,5,3,5,0,1,1,1,1,6,1997,124,1.21,3,14,6,3
1, , , , , , , , , , , , ,1,8,1,3,2,0,25000,0,3,0,2,8,3,6,0,1,7,3,4,8,0,1,5,6,3,1,1, , , ,1,2,9,9,9,9,9,9,9,9,4,12,360,1,0,8,0,1,2,4,1,0,0,0,2,2,2,1,1,7,4,4,0,2,0,1,2,6,1997,149,1.21,3,23,6,3
1, , , , , , , , , , , , ,1,6,1,1,1,426,11204,9,0,0,2,5,2,3,0,4,5,2,1,2,0,6,4,1, , , , , , , , , , , , , , , , , ,2,0,1,0,1,0,4,2,5,1,0,0,0,1,1,1,1,2,5,5,1,0,1,2,1,1,6,2001,101,1.21,3,22,6,3
1, , , , , , , , , , , , ,1,8,1,2,1,331,55743,0,0,0,2,8,3,3,0,5,8,5,2,5,0,6,2,1, , , , , , , , , , , , , , , , , ,6,0,1,0,4,0,1,2,4,1,0,0,0,1,1,1,1,1,7,1,4,0,3,3,1,1,5,2001,101,1.21,3,0,6,3
1, , , , , , , , , , , , ,1,8,1,3,1,314,65482,1,5,0,1,7,6,6,0,1,6,1,4,7,0,3,6,1,2,1,3, , , ,2,2,9,9,9,9,9,9,9,9,3,4,0,2,0,4,0,1,2,4,2,9,4,2,1,1,3,2,2,4,6,5,0,4,0,1,6,6,2003,101,1.21,3,12,6,3
1, , , , , , , , , , , , ,1,8,1,3,2,0,50000,0,1,0,1,8,9,6,0,1,8,5,7,6,0,5,5,3,2,2,0,4,6,2,5,2,9,9,9,9,9,9,9,9,2,4,0,3,0,4,0,0, , ,1,0,0,0,2,1,2,1,1,4,3,3,0,2,1,2, ,6,2004,101,1.21,3,14,6,3
1, , , , , , , , , , , , ,1,8,1,3,1,313,19243,0,0,0,1,6,4,6,0,1,6,1,4,8,0,0,2,1,1,2,0,4,6,1,8,2,9,9,9,9,9,9,9,9,3,6,0,1,0,2,0,2,0, ,2,9,0,0,1,1,1,1,1,8,4,8,0,4,2,1,2,6,2006,124,1.08,3,23,6,3
1, , , , , , , , , , , , ,1,4,1,3,2,0,50000,0,4,0,1,6,5,2,0,4,6,3,3,4,0,6,2,1, , , , , , , , , , , , , , , , , ,7,0,4,0,4,0,1,2,3,2,3,9,1,1,1,1,1,2,7,1,1,0,3,3,1,1,6,2004,125,1.21,3,22,6,3
1, , , , , , , , , , , , ,1,2,1,3,2,0,50000,0,2,0,1,8,2,4,0,1,8,1,3,6,0,3,3,2,2,2,0,4,6,1,5,2,9,9,9,9,9,9,9,9,1,5,0,1,0,4,0,1,2,3,1,0,0,0,1,2,1,1,2,6,3,4,0,3,0,2, ,6,2004,101,1.21,3,14,6,3
1, , , , , , , , , , , , ,1,2,1,1,2,0,15000,0,6,0,1,8,2,3,0,5,8,2,3,5,0,6,6,2, , , , , , , , , , , , , , , , , ,3,0,1,0,2,0,1,2,3,2,9,3,4,3,2,3,2,1,6,4,6,0,1,2,1,3,6,1993,49,1.36,3,0,6,3
1, , , , , , , , , , , , ,1,0,1,2,2,0,15000,0,1,0,1,7,1,1,0,1,7,1,2,2,0,3,0,2,3,1,1, , , ,3,2,9,9,9,9,9,9,9,9,4,3,0,1,0,0,0,0, , ,1,0,0,0,3,3,3,2,2,5,3,4,0,2,0,2, ,6,1997,49,1.36,3,14,6,3
1, , , , , , , , , , , , ,1,0,2, ,2,0,15000,0,1,0,1,4,2,1,0,5,4,1,2,1,0,6,0,1, , , , , , , , , , , , , , , , , ,1,0,3,0,0,0,0, , ,2,0,0,0,3,3,3,2,1,8,3,1,0,4,3,1,1,6,1997,49,1.36,3,23,6,3
1, , , , , , , , , , , , ,1,3,1,2,1,319,65215,2,1,0,1,8,1,4,0,5,8,1,2,6,0,5,5,1, , , , , , , , , , , , , , , , , ,1,0,0,0,3,0,4,2,5,1,0,0,0,2,1,2,1,2,7,1,1,0,3,0,1,1,6,1998,49,1.36,3,22,6,3
1, , , , , , , , , , , , ,1,2,1,2,1,321,41296,8,5,0,1,8,2,4,0,5,8,3,3,6,0,5,3,2, , , , , , , , , , , , , , , , , ,3,0,2,0,3,0,2,1,4,1,0,0,0,3,2,1,1,2,6,4,4,0,4,2,2, ,6,2003,49,1.36,3,22,6,3
1, , , , , , , , , , , , ,1,5,1,2,1,314,60196,9,4,0,1,7,2,4,0,1,6,1,3,5,0,6,3,1,2,1,0, , , ,8,2,9,9,9,9,9,9,9,9,2,3,0,1,0,6,0,2,5,4,2,7,2,8,1,1,1,1,2,6,3,4,0,2,0,1,4,6,2002,49,1.36,3,0,6,3
1, , , , , , , , , , , , ,1,0,2, ,1,318,53640,9,4,0,1,6,3,2,0,5,4,3,3,4,0,3,3,2, , , , , , , , , , , , , , , , , ,12,300,2,0,2,0,1,2,4,2,1,5,8,3,1,3,1,2,6,3,1,0,2,2,1,7,6,2002,49,1.36,3,22,6,3
1, , , , , , , , , , , , ,1,8,2, ,1,313,15000,0,5,0,1,7,1,1,0,6,7,1,1,1,0,6,6,1, , , , , , , , , , , , , , , , , ,4,0,1,0,4,0,2,1,4,1,0,0,0,2,2,2,1,1,4,5,5,0,2,2,1,1,6,1994,49,1.36,3,12,6,3
1, , , , , , , , , , , , ,1,2,1,3,1,320,16616,6,1,0,1,5,1,2,0,6,5,1,2,4,0,3,4,2, , , , , , , , , , , , , , , , , ,2,0,1,0,2,0,2,1,4,1,0,0,0,2,2,2,1,2,7,3,4,0,1,2,1,1,6,1996,49,1.36,3,22,6,3
1, , , , , , , , , , , , ,1,3,1,3,2,0,15000,0,1,0,2,4,2,1,0,5,4,1,3,2,0,3,5,3, , , , , , , , , , , , , , , , , ,1,0,1,0,2,0,0, , ,1,0,0,0,3,3,3,1,2,6,3,3,0,2,2,1,6,6,1999,49,1.36,3,22,6,3
1, , , , , , , , , , , , ,1,4,1,1,2,0,15000,0,3,0,1,8,6,2,0,1,8,1,1,3,0,3,4,2,2,2,0,2,6,1,1,2,9,9,9,9,9,9,9,9,1,5,0,2,0,4,0,1,4,2,2,9,5,6,1,1,1,2,2,6,2,4,0,2,2,1,1,6,1999,49,1.36,3,14,6,3
1, , , , , , , , , , , , ,1,2,1,3,2,0,4500,0,3,0,2,8,3,5,0,1,6,5,4,7,0,6,2,3,2,1,0, , , ,1,2,9,9,9,9,9,9,9,9,7,8,0,9,900,2,0,1,4,0,1,0,0,0,2,1,2,1,2,4,5,9,10,1,2,1,1,6,2000,49,1.36,3,13,6,3
1, , , , , , , , , , , , ,1,6,1,3,1,515,35420,6,1,0,1,8,9,6,0,1,8,5,7,6,0,6,3,2,1,1,3, , , ,8,2,9,9,9,9,9,9,9,9,1,8,0,1,0,8,0,1,5,4,1,0,0,0,2,2,2,2,1,5,3,4,0,2,0,2, ,6,2009,124,1.08,3,0,6,3
1, , , , , , , , , , , , ,1,8,1,3,1,319,36287,0,3,0,1,6,2,2,0,1,6,3,1,3,0,6,3,1,2,1,1, , , ,8,2,9,9,9,9,9,9,9,9,6,1,0,1,0,3,0,2,1,5,1,0,0,0,3,3,3,1,1,5,2,6,0,1,0,1,7,6,2007,124,1.08,3,11,6,3
1, , , , , , , , , , , , ,1,3,1,3,2,0,50000,0,2,0,1,8,6,2,0,1,8,4,4,3,0,1,3,5,2,1,1, , , ,8,2,9,9,9,9,9,9,9,9,4,5,0,1,0,4,0,2,1,3,2,9,0,0,3,1,3,2,1,3,4,2,0,2,2,1,6,6,2007,124,1.08,3,21,6,3
1, , , , , , , , , , , , ,1,8,1,3,2,0,50000,0,5,0,2,5,3,2,0,5,4,2,2,3,0,5,3,2, , , , , , , , , , , , , , , , , ,11,0,1,0,4,0,1,3,2,1,0,0,0,1,1,2,2,1,4,5,8,0,3,0,1,1,6,2007,111,1.08,3,12,6,3
1, , , , , , , , , , , , ,1,5,1,4,1,323,22422,0,3,0,1,2,3,8,0,6,1,1,4,10,0,6,6,2, , , , , , , , , , , , , , , , , ,10,0,2,0,4,0,1,3,4,1,0,0,0,1,1,1,1,1,6,4,6,0,3,0,1,1,6,2004,399,0.07,3,12,6,3
1, , , , , , , , , , , , ,1,2,1,3,1,428,8665,1,0,0,1,6,8,4,0,1,6,1,3,6,0,3,1,3,3,1,1, , , ,8,2,9,9,9,9,9,9,9,9,4,10,0,2,0,1,0,1,2,4,2,5,3,8,2,2,2,1,1,3,4,4,0,4,2,1,1,6,2008,124,1.08,3,14,6,3
1, , , , , , , , , , , , ,1,8,1,3,1,421,1523,6,5,0,3,5,1,3,0,5,5,1,2,5,0,3,5,1, , , , , , , , , , , , , , , , , ,3,0,1,0,1,0,2,1,7,1,0,0,0,2,2,2,1,2,4,3,1,0,1,2,1,1,6,2014,125,1,3,22,6,3
